id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
16471533,https://www.airbnb.com/rooms/16471533,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.50 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/e75a363c-e100-4bed-9e95-ece64801d87c.jpg,107371716,https://www.airbnb.com/users/show/107371716,Conor,2016-12-15,"Geneva, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/4609f761-de02-4858-a254-5f932c31fd9a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4609f761-de02-4858-a254-5f932c31fd9a.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Commune de Genève,,46.21105,6.14607,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],,4,1125,4,4,1125,1125,4.0,1125.0,,,0,0,0,0,2023-12-27,18,0,0,2018-06-22,2022-09-08,4.5,4.94,4.67,5.0,4.94,4.83,4.78,,t,1,1,0,0,0.27
16531834,https://www.airbnb.com/rooms/16531834,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.50 · 2 bedrooms · 1 bed · 1 shared bath,,"ll est très pratique de rester ici, comme l'appartement est juste au centre de la ville, vous pouvez aller presque partout à pied! L'appartement est à seulement 5 min. à pied de la gare, à 10 min. du lac de Genève, 10 min en bus de l'aéroport et Palexport !  2 min. à pied des cafés et restaurantes et tous les transports publics: tramways, bus, et bureau de poste, etc.",https://a0.muscache.com/pictures/02545102-82dd-4e89-b7ec-26da7778cc28.jpg,108744458,https://www.airbnb.com/users/show/108744458,Grace,2016-12-27,"Geneva, Switzerland","",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/c02109c8-c0d1-426c-96ca-43feb9712d25.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c02109c8-c0d1-426c-96ca-43feb9712d25.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.21109,6.13675,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$41.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,10,10,10,256,2023-12-27,14,0,0,2017-01-13,2020-08-26,4.5,4.5,4.43,4.71,4.86,4.93,4.43,,f,1,0,1,0,0.17
16551084,https://www.airbnb.com/rooms/16551084,20231227030725,2023-12-27,city scrape,Townhouse in Le Grand-Saconnex · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,,12 minutes à pied de l'aéroport (sans le désavantage des nuisances sonores) dans un quartier villas. <br />15-20 à pied des organisations internationales.,https://a0.muscache.com/pictures/miso/Hosting-16551084/original/f8d4b68b-8528-4b7e-a24c-deb270df0707.jpeg,108826036,https://www.airbnb.com/users/show/108826036,Thierry,2016-12-28,"Geneva, Switzerland","",within a few hours,100%,25%,f,https://a0.muscache.com/im/pictures/user/f09eb998-9343-461a-8429-5a313337d53a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f09eb998-9343-461a-8429-5a313337d53a.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Le Grand-Saconnex, Genève, Switzerland",Grand-Saconnex,,46.2268,6.11678,Entire townhouse,Entire home/apt,5,,1.5 baths,,3,[],$152.00,21,1125,21,21,1125,1125,21.0,1125.0,,t,0,4,34,124,2023-12-27,4,1,0,2019-02-03,2023-11-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,1,0,0.07
16591476,https://www.airbnb.com/rooms/16591476,20231227030725,2023-12-27,city scrape,Home in Petit-Lancy · ★4.91 · 1 bedroom · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/06e49c06-dbe2-47b5-87bc-b86e0501d0ac.jpg,109422167,https://www.airbnb.com/users/show/109422167,Barbara,2017-01-02,"Lancy, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/d52af0ac-3a20-4e0f-8c6e-b5c67fd2e2e7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d52af0ac-3a20-4e0f-8c6e-b5c67fd2e2e7.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Lancy,,46.18558,6.11917,Entire home,Entire home/apt,4,,1 bath,,3,[],$120.00,1,365,1,1,1125,1125,1.0,1125.0,,t,0,0,0,23,2023-12-27,43,0,0,2017-03-09,2022-12-24,4.91,4.98,4.98,4.93,5.0,4.93,4.9,,f,1,1,0,0,0.52
16611432,https://www.airbnb.com/rooms/16611432,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/850d57e5-cd6b-4680-97b1-e3c7994af875.jpg,78901449,https://www.airbnb.com/users/show/78901449,Mark,2016-06-20,"Geneva, Switzerland",Neuroscientist living in Geneva,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/b46c8680-ce62-473d-bd01-158ec295551c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b46c8680-ce62-473d-bd01-158ec295551c.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Commune de Genève,,46.21343,6.14658,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$73.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,16,39,69,332,2023-12-27,398,134,7,2017-07-05,2023-12-24,4.93,4.93,4.94,4.96,4.98,4.93,4.81,,t,1,0,1,0,5.04
16613789,https://www.airbnb.com/rooms/16613789,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.92 · 2 bedrooms · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTY2MTM3ODk%3D/original/be44b91c-504e-45d6-a28e-f688e629ba43.jpeg,20262004,https://www.airbnb.com/users/show/20262004,Nathalie,2014-08-19,"Geneva, Switzerland","",N/A,N/A,92%,t,https://a0.muscache.com/im/pictures/user/18424181-5b64-4478-816b-c21011acd5f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/18424181-5b64-4478-816b-c21011acd5f3.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.21338,6.12909,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$130.00,6,365,6,6,1125,1125,6.0,1125.0,,t,3,3,20,20,2023-12-27,61,11,0,2017-01-20,2023-06-28,4.92,4.93,4.93,4.97,4.98,4.89,4.77,,t,1,1,0,0,0.72
16687683,https://www.airbnb.com/rooms/16687683,20231227030725,2023-12-27,city scrape,Rental unit in Soral · ★4.86 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/c501cd1a-15ca-4da6-aa52-d83323bbc252.jpg,101528934,https://www.airbnb.com/users/show/101528934,André,2016-10-27,,En pause du 15 septembre 2022 au  28 février 2023,within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/7a42cda2-e02c-4dec-a92d-3fc41bb8f06e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a42cda2-e02c-4dec-a92d-3fc41bb8f06e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Soral,,46.14243,6.045,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$70.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,19,49,79,79,2023-12-27,74,5,0,2017-02-07,2023-10-29,4.86,4.93,4.95,4.96,4.97,4.74,4.82,,f,1,1,0,0,0.88
16688133,https://www.airbnb.com/rooms/16688133,20231227030725,2023-12-27,city scrape,Home in Cologny · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,,Residential area only minutes away from the center of Geneva. Countryside in walking distance. Vineyards nearby. Free beer and drinks offered by the dog if you take him for a walk.,https://a0.muscache.com/pictures/645a62cc-2245-4feb-90af-16a42cfce5fe.jpg,79458896,https://www.airbnb.com/users/show/79458896,Kathleen,2016-06-23,"Cologny, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/1f850af4-a477-4f8c-a269-f8071164d13f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f850af4-a477-4f8c-a269-f8071164d13f.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Cologny, Genève, Switzerland",Cologny,,46.2072,6.19472,Private room in home,Private room,2,,1 shared bath,,1,[],$61.00,2,999,2,2,999,999,2.0,999.0,,t,30,60,90,365,2023-12-27,26,4,0,2018-01-13,2023-07-17,4.92,5.0,4.96,4.88,4.96,4.77,4.81,,f,2,0,2,0,0.36
16821125,https://www.airbnb.com/rooms/16821125,20231227030725,2023-12-27,city scrape,Boutique hotel in Genève · ★4.0 · Studio · 4 beds · 1 bath,,"Eaux-Vives is the trendy and calm area of Geneva. Fine dinning restaurants, boutiques are nearby and 3 minutes away from famous Rue du Rhône.<br /><br />>> The apartment is located: 4 min walk from the Lake<br /><br />>> 4 min walk from the central town (shopping area) and the old town",https://a0.muscache.com/pictures/3d6166e6-5741-4ea7-856c-cb378989aeb9.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20107,6.1613,Room in boutique hotel,Private room,4,,1 bath,,4,[],$249.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,56,86,361,2023-12-27,3,0,0,2017-03-08,2020-01-01,4.0,3.67,5.0,5.0,4.33,4.67,3.33,,f,86,77,7,0,0.04
16838989,https://www.airbnb.com/rooms/16838989,20231227030725,2023-12-27,city scrape,Condo in Bellevue · 2 bedrooms · 2 beds · 1.5 shared baths,,"Proximité immédiate a) Aéroport b) Palexpo c) Autoroute Lausanne d) Lac de Genève e) Centre-ville, à 6 minutes en train régional.<br />Tranquilité, parc, jolie architecture, beaux meubles",https://a0.muscache.com/pictures/40593743-aec9-4697-8ed2-3e254a6eb6fc.jpg,40040887,https://www.airbnb.com/users/show/40040887,Maria Leonor Et Bertrand,2015-07-30,"Geneva, Switzerland","Magnifiques vacances  a Genève, disponible 
Des tarifs très intéressants pour locations a long term a partir du 10 janvier 2021 ",within a day,90%,37%,t,https://a0.muscache.com/im/users/40040887/profile_pic/1438282571/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/40040887/profile_pic/1438282571/original.jpg?aki_policy=profile_x_medium,,5,7,"['email', 'phone']",t,t,"Bellevue, Genève, Switzerland",Bellevue,,46.25008,6.14772,Private room in condo,Private room,1,,1.5 shared baths,,2,[],$125.00,4,1125,2,4,1125,1125,3.4,1125.0,,t,30,60,90,365,2023-12-27,0,0,0,,,,,,,,,,,f,2,1,1,0,
16854166,https://www.airbnb.com/rooms/16854166,20231227030725,2023-12-27,city scrape,Rental unit in Conches · ★4.75 · 3 bedrooms · 4 beds · 2.5 baths,,"Geneva center more specifically in Florissant, in a quiet and green, close to the city center and all amenities such as bakeries groceries store, restaurants",https://a0.muscache.com/pictures/2eb8b320-ff20-4786-a2f7-2f46c4964738.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Conches, Genève, Switzerland",Chêne-Bougeries,,46.19002,6.16833,Entire rental unit,Entire home/apt,7,,2.5 baths,,4,[],$146.00,7,365,21,21,365,365,21.0,365.0,,t,3,3,3,3,2023-12-27,24,0,0,2017-03-11,2018-12-29,4.75,4.75,4.71,4.42,4.58,4.83,4.5,,f,86,77,7,0,0.29
17037840,https://www.airbnb.com/rooms/17037840,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.95 · 3 bedrooms · 3 beds · 2.5 baths,,,https://a0.muscache.com/pictures/d3753b4e-fdd7-40e9-9dd7-c3c067df1ac5.jpg,2086993,https://www.airbnb.com/users/show/2086993,Mark,2012-04-07,"Geneva, Switzerland","I speak English, French, German and after 2 glasses of Spritz fluent Italian",within an hour,100%,98%,f,https://a0.muscache.com/im/users/2086993/profile_pic/1374756765/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2086993/profile_pic/1374756765/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,,Commune de Genève,,46.19907,6.17235,Entire rental unit,Entire home/apt,5,,2.5 baths,,3,[],$299.00,2,14,1,2,14,14,2.0,14.0,,t,23,53,75,75,2023-12-27,22,19,1,2017-05-25,2023-12-02,4.95,5.0,4.86,5.0,5.0,4.73,4.82,,t,2,1,1,0,0.27
17049976,https://www.airbnb.com/rooms/17049976,20231227030725,2023-12-27,city scrape,Boutique hotel in Genève · ★4.31 · Studio · 2 beds · 1 bath,,"Eaux-Vives is the trendy and calm area of Geneva. Fine dinning restaurants, boutiques are nearby and 3 minutes away from famous Rue du Rhône.<br /><br />>> The apartment is located: 4 min walk from the Lake<br /><br />>> 4 min walk from the central town (shopping area) and the old town",https://a0.muscache.com/pictures/ce286513-6734-4985-8856-268aff9a2598.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20001,6.16193,Room in boutique hotel,Entire home/apt,2,,1 bath,,2,[],$150.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,27,53,83,358,2023-12-27,36,5,0,2017-05-10,2023-10-14,4.31,4.14,4.67,4.67,4.64,4.5,4.06,,f,86,77,7,0,0.45
17147615,https://www.airbnb.com/rooms/17147615,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.67 · Studio · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/6da10506-6a88-4408-96f1-5fce1bf151d1.jpg,115300319,https://www.airbnb.com/users/show/115300319,Flavio,2017-02-07,"Fully, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/455aa44b-c3c4-4734-92b1-e54e1562fa72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/455aa44b-c3c4-4734-92b1-e54e1562fa72.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Commune de Genève,,46.20986,6.13598,Entire rental unit,Entire home/apt,2,,1 bath,,2,[],$250.00,7,1125,7,7,1125,1125,7.0,1125.0,,f,0,0,0,0,2023-12-27,3,0,0,2017-03-03,2017-04-10,4.67,4.0,3.67,4.33,4.33,4.67,4.33,,f,1,1,0,0,0.04
17166730,https://www.airbnb.com/rooms/17166730,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★5.0 · 2 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/d9900f04-8fe6-429d-bf21-864c4357dac3.jpg,4910312,https://www.airbnb.com/users/show/4910312,Claris,2013-01-30,"Geneva, Switzerland","I am a true Italian, who highly values hospitality. I am very kind and precise with respectful tenants. I rent my apartments since 10 years now and my best reward is my guests' comfort and satisfaction.",within a day,60%,42%,f,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4910312/profile_pic/1363092889/original.jpg?aki_policy=profile_x_medium,,5,6,"['email', 'phone']",t,t,,Commune de Genève,,46.20631,6.15899,Entire rental unit,Entire home/apt,4,,2 baths,,2,[],$220.00,20,1125,20,20,1125,1125,20.0,1125.0,,t,23,49,74,348,2023-12-27,9,3,0,2017-06-05,2023-08-27,5.0,5.0,4.89,4.78,4.78,5.0,4.78,,f,4,4,0,0,0.11
17185384,https://www.airbnb.com/rooms/17185384,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.92 · 1 bedroom · 1 bed · 1 bath,,"This accommodation is near all the major international organisations and a short bus ride to downtown and the airport. There is also a supermarket, pharmacy and cafes and restaurants walking distance.",https://a0.muscache.com/pictures/bc5afb80-c1c9-48c4-ab84-ec2b9244eb2b.jpg,14623659,https://www.airbnb.com/users/show/14623659,Fiona,2014-04-23,"Geneva, Switzerland","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/89ffab56-3847-47a6-966a-2caf6e9deb5e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89ffab56-3847-47a6-966a-2caf6e9deb5e.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.22518,6.13314,Entire rental unit,Entire home/apt,1,,1 bath,,1,[],$170.00,3,42,3,3,1125,1125,3.0,1125.0,,t,27,32,45,238,2023-12-27,85,18,2,2017-02-25,2023-12-12,4.92,4.91,4.85,4.98,4.98,4.85,4.79,,t,1,1,0,0,1.02
17196955,https://www.airbnb.com/rooms/17196955,20231227030725,2023-12-27,city scrape,Condo in Genève · ★4.88 · 1 bedroom · 1 bed · 1 bath,,"L'appartement est idéalement situé en plein centre ville, à 3 minutes à pied de la Vieille Ville, à 3 minutes du marché de rive et des boutiques de luxe. A 5/7 minutes à pied du lac et du jet d'eau.",https://a0.muscache.com/pictures/80618032-dca2-471b-9eb3-5080f152f781.jpg,115772782,https://www.airbnb.com/users/show/115772782,Helena,2017-02-10,"Geneva, Switzerland","J'habite et je travaille à Genève. J'aime cette ville multiculturelle à proximité de la montagne, son lac et sa vieille ville. L'aéroport et la gare en ville sont très pratiques pour voyager. C'est un vrai privilège. 
",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/9f39b804-231e-49bd-b50c-bff4175cb646.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9f39b804-231e-49bd-b50c-bff4175cb646.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.19877,6.15612,Entire condo,Entire home/apt,2,,1 bath,,1,[],$109.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,2,10,23,271,2023-12-27,113,27,0,2017-03-05,2023-11-24,4.88,4.96,4.96,4.97,4.99,4.88,4.81,,t,1,1,0,0,1.36
